Date,Close,Open,High,Low,Volume,Change %
2/2/2023,"47,900","48,500","49,200","47,700",2.16M,-0.21%
1/2/2023,"48,000","50,700","50,900","48,000",3.65M,-5.70%
31/01/2023,"50,900","51,500","51,800","50,400",1.31M,-1.17%
30/01/2023,"51,500","53,300","53,500","51,500",1.35M,-3.38%
27/01/2023,"53,300","52,400","53,900","51,900",1.28M,2.11%
19/01/2023,"52,200","52,400","53,400","51,500",2.24M,-0.57%
18/01/2023,"52,500","52,000","52,900","50,900",1.26M,0.96%
17/01/2023,"52,000","51,300","52,000","49,550",1.45M,1.36%
16/01/2023,"51,300","52,000","52,300","51,300",1.12M,-1.35%
13/01/2023,"52,000","51,700","52,000","51,100",1.05M,0.97%
12/1/2023,"51,500","51,100","51,700","51,000",1.24M,1.38%
11/1/2023,"50,800","50,300","50,900","49,800",1.19M,2.11%
10/1/2023,"49,750","50,100","50,400","49,750",894.10K,-0.90%
9/1/2023,"50,200","50,200","50,500","49,700",1.20M,0.60%
6/1/2023,"49,900","49,750","50,300","49,500",1.17M,0.40%
5/1/2023,"49,700","49,000","50,000","49,000",1.95M,1.43%
4/1/2023,"49,000","49,900","49,900","49,000",1.18M,-0.81%
3/1/2023,"49,400","48,000","49,400","47,000",1.62M,2.92%
30/12/2022,"48,000","49,000","49,000","47,550",1.20M,0.42%
29/12/2022,"47,800","47,600","48,500","47,400",1.26M,0.21%
28/12/2022,"47,700","47,700","48,500","46,500",1.49M,0.42%
27/12/2022,"47,500","46,300","50,200","45,150",2.87M,1.06%
26/12/2022,"47,000","49,500","49,600","47,000",2.14M,-5.62%
23/12/2022,"49,800","49,400","50,000","48,200",1.35M,1.63%
22/12/2022,"49,000","48,550","49,650","48,550",2.17M,1.03%
21/12/2022,"48,500","48,800","48,800","46,600",1.88M,0.62%
20/12/2022,"48,200","48,200","48,600","46,300",3.29M,0.00%
19/12/2022,"48,200","49,400","50,200","48,200",2.14M,-2.23%
16/12/2022,"49,300","50,300","51,200","49,300",3.49M,-2.76%
15/12/2022,"50,700","53,000","53,100","50,700",2.95M,-4.34%
14/12/2022,"53,000","53,700","53,700","51,400",3.22M,0.00%
13/12/2022,"53,000","50,500","53,000","49,950",4.25M,4.95%
12/12/2022,"50,500","54,200","54,200","50,500",3.87M,-6.65%
9/12/2022,"54,100","55,400","55,600","53,700",3.33M,-2.35%
8/12/2022,"55,400","57,000","57,000","54,500",4.14M,-0.18%
7/12/2022,"55,500","54,200","56,700","54,200",3.60M,0.91%
6/12/2022,"55,000","58,300","58,300","54,300",4.26M,-5.66%
5/12/2022,"58,300","57,500","58,300","56,800",4.60M,1.92%
2/12/2022,"57,200","53,500","57,200","53,000",6.36M,6.92%
1/12/2022,"53,500","55,100","56,200","53,500",5.87M,-1.83%
30/11/2022,"54,500","53,600","54,500","52,000",6.19M,2.64%
29/11/2022,"53,100","51,600","53,100","50,400",7.43M,5.78%
28/11/2022,"50,200","47,500","50,200","47,400",7.82M,6.81%
25/11/2022,"47,000","46,000","47,050","45,800",3.34M,4.44%
24/11/2022,"45,000","44,350","45,500","44,200",1.18M,1.35%
23/11/2022,"44,400","45,000","46,000","44,300",1.11M,-1.99%
22/11/2022,"45,300","45,800","48,500","45,300",1.85M,-3.51%
21/11/2022,"46,950","48,000","48,000","45,750",2.71M,-2.19%
18/11/2022,"48,000","47,950","48,800","46,600",3.64M,0.10%
17/11/2022,"47,950","45,000","47,950","44,950",4.30M,6.79%
16/11/2022,"44,900","43,000","45,000","41,500",3.37M,3.46%
15/11/2022,"43,400","42,550","43,850","42,450",3.09M,-1.36%
14/11/2022,"44,000","43,800","44,900","42,350",2.67M,-0.34%
11/11/2022,"44,150","43,950","44,550","43,750",4.08M,0.46%
10/11/2022,"43,950","44,100","44,100","42,300",4.02M,-1.35%
9/11/2022,"44,550","43,800","45,000","43,800",4.93M,1.71%
8/11/2022,"43,800","43,100","43,800","41,250",5.52M,-0.23%
7/11/2022,"43,900","44,000","44,000","42,200",3.02M,-1.35%
4/11/2022,"44,500","44,800","44,800","42,500",4.34M,-1.11%
3/11/2022,"45,000","44,550","45,350","44,350",2.10M,0.22%
2/11/2022,"44,900","45,000","45,500","44,700",2.26M,-0.22%
1/11/2022,"45,000","45,800","46,200","45,000",2.62M,0.00%
31/10/2022,"45,000","45,500","46,800","44,100",2.52M,0.22%
28/10/2022,"44,900","44,500","46,300","44,100",3.08M,2.05%
27/10/2022,"44,000","43,400","44,600","42,900",4.87M,1.15%
26/10/2022,"43,500","44,600","44,600","41,750",3.70M,-2.47%
25/10/2022,"44,600","44,600","44,700","41,500",6.29M,0.00%
24/10/2022,"44,600","47,950","47,950","44,600",1.83M,-6.99%
21/10/2022,"47,950","49,950","49,950","46,500",5.38M,-4.10%
20/10/2022,"50,000","49,500","50,000","48,900",2.75M,0.00%
19/10/2022,"50,000","50,400","50,500","49,050",1.24M,-0.99%
18/10/2022,"50,500","50,000","50,500","48,350",2.55M,2.02%
17/10/2022,"49,500","51,500","51,500","49,500",2.93M,-4.62%
14/10/2022,"51,900","53,000","53,100","51,300",1.70M,-1.70%
13/10/2022,"52,800","52,500","52,800","51,000",2.13M,0.57%
12/10/2022,"52,500","51,800","52,900","50,500",2.06M,1.35%
11/10/2022,"51,800","52,600","52,600","50,800",4.08M,-3.90%
10/10/2022,"53,900","53,000","53,900","51,800",2.16M,0.19%
