"Date","Close","Open","High","Low","Volume","Change %"
"31/05/2024","16,800.0","16,900.0","16,950.0","16,700.0","4.88M","-0.30%"
"30/05/2024","16,850.0","16,650.0","16,900.0","16,500.0","8.31M","0.00%"
"29/05/2024","16,850.0","16,850.0","17,150.0","16,750.0","8.48M","0.30%"
"28/05/2024","16,800.0","16,750.0","16,950.0","16,650.0","5.13M","1.51%"
"27/05/2024","16,550.0","16,700.0","16,800.0","16,450.0","6.06M","-0.90%"
"24/05/2024","16,700.0","17,250.0","17,500.0","16,350.0","14.82M","-4.02%"
"23/05/2024","17,400.0","17,550.0","17,550.0","17,200.0","7.12M","-0.57%"
"22/05/2024","17,500.0","17,250.0","17,750.0","17,150.0","16.27M","1.45%"
"21/05/2024","17,250.0","17,400.0","17,400.0","17,000.0","8.91M","-0.86%"
"20/05/2024","17,400.0","17,600.0","17,700.0","17,350.0","9.28M","0.00%"
"17/05/2024","17,400.0","17,350.0","17,500.0","17,150.0","9.35M","0.87%"
"16/05/2024","17,250.0","17,300.0","17,500.0","17,150.0","8.21M","0.88%"
"15/05/2024","17,100.0","17,150.0","17,300.0","17,000.0","8.53M","0.00%"
"14/05/2024","17,100.0","16,900.0","17,200.0","16,800.0","8.00M","1.48%"
"13/05/2024","16,850.0","16,850.0","17,000.0","16,600.0","5.49M","0.30%"
"10/05/2024","16,800.0","16,800.0","17,000.0","16,550.0","8.58M","1.20%"
"09/05/2024","16,600.0","17,000.0","17,100.0","16,550.0","6.49M","-1.78%"
"08/05/2024","16,900.0","16,800.0","17,150.0","16,500.0","12.07M","-0.59%"
"07/05/2024","17,000.0","17,100.0","17,150.0","16,800.0","5.35M","-0.58%"
"06/05/2024","17,100.0","16,500.0","17,100.0","16,500.0","10.39M","4.27%"
"03/05/2024","16,400.0","16,600.0","16,950.0","16,400.0","7.98M","0.00%"
"02/05/2024","16,400.0","16,150.0","16,400.0","15,900.0","7.06M","1.55%"
"26/04/2024","16,150.0","16,100.0","16,600.0","16,050.0","7.50M","-1.22%"
"25/04/2024","16,350.0","16,550.0","16,550.0","16,100.0","6.88M","-1.21%"
"24/04/2024","16,550.0","15,900.0","16,550.0","15,500.0","12.14M","6.77%"
"23/04/2024","15,500.0","16,100.0","16,200.0","15,500.0","11.68M","-3.13%"
"22/04/2024","16,000.0","16,000.0","16,200.0","15,850.0","13.35M","2.56%"
"19/04/2024","15,600.0","16,300.0","16,650.0","15,600.0","19.86M","-6.59%"
"17/04/2024","16,700.0","17,800.0","17,850.0","16,700.0","17.74M","-5.38%"
"16/04/2024","17,650.0","18,100.0","18,300.0","17,200.0","25.43M","-4.34%"
