Date,Close,Open,High,Low,Volume,Change %
14/05/2020,"8,180.00","8,090.00","8,380.00","7,900.00",686.98K,2.25%
13/05/2020,"8,000.00","7,850.00","8,200.00","7,740.00",779.56K,0.63%
12/5/2020,"7,950.00","7,950.00","7,950.00","7,700.00",697.61K,0.00%
11/5/2020,"7,950.00","7,630.00","8,100.00","7,600.00",523.02K,3.92%
8/5/2020,"7,650.00","7,900.00","7,990.00","7,600.00",730.45K,-2.17%
7/5/2020,"7,820.00","8,350.00","8,350.00","7,820.00",1.41M,0.13%
6/5/2020,"7,810.00","7,490.00","7,810.00","7,490.00",757.22K,6.99%
5/5/2020,"7,300.00","7,200.00","7,440.00","7,190.00",402.81K,1.39%
4/5/2020,"7,200.00","7,590.00","7,590.00","7,200.00",1.18M,1.41%
29/04/2020,"7,100.00","7,200.00","7,600.00","7,100.00",690.73K,-6.58%
28/04/2020,"7,600.00","8,200.00","8,240.00","7,200.00",1.10M,-1.43%
27/04/2020,"7,710.00","7,600.00","7,710.00","7,500.00",467.19K,6.93%
24/04/2020,"7,210.00","6,990.00","7,210.00","6,600.00",1.13M,6.97%
23/04/2020,"6,740.00","6,740.00","6,740.00","6,400.00",1.36M,6.98%
22/04/2020,"6,300.00","5,890.00","6,300.00","5,880.00",508.60K,6.96%
21/04/2020,"5,890.00","5,950.00","6,200.00","5,700.00",543.80K,-3.13%
20/04/2020,"6,080.00","6,200.00","6,250.00","5,850.00",312.51K,-1.94%
17/04/2020,"6,200.00","6,250.00","6,320.00","6,180.00",509.11K,-2.36%
16/04/2020,"6,350.00","6,070.00","6,480.00","6,070.00",645.59K,4.61%
15/04/2020,"6,070.00","5,680.00","6,070.00","5,680.00",672.60K,6.87%
14/04/2020,"5,680.00","5,690.00","5,690.00","5,450.00",541.23K,0.00%
13/04/2020,"5,680.00","6,030.00","6,030.00","5,650.00",558.38K,-5.49%
10/4/2020,"6,010.00","6,100.00","6,290.00","6,010.00",1.13M,-6.97%
9/4/2020,"6,460.00","6,500.00","6,500.00","6,150.00",493.08K,4.53%
8/4/2020,"6,180.00","5,840.00","6,190.00","5,400.00",701.19K,6.74%
7/4/2020,"5,790.00","5,450.00","5,800.00","5,400.00",1.94M,-0.17%
